Latitude (deg), Longitude (deg), Altitude (m), Distance horizontal (m), Velocity forward (m/s), Velocity lateral (m/s), Velocity down (m/s), Speed horizontal (m/s), Heading (deg), Pitch (deg), Roll (deg), Slip angle (deg), Angular rate forward (deg/s), Angular rate lateral (deg/s), Angular rate down (deg/s), Angular rate Xv (deg/s), Angular rate Yv (deg/s), Angular rate Zv (deg/s), Acceleration forward (m/s²), Acceleration lateral (m/s²), Acceleration down (m/s²), Acceleration Xv (m/s²), Acceleration Yv (m/s²), Acceleration Zv (m/s²)
42.23867354, -83.55674183, 185.837, 81.835, 4.22, 0.00, -0.03, 4.22, 82.612, 1.377, -0.315, 0.020, -0.38, 0.26, -0.33, -0.37, 0.26, -0.34, -0.036, -0.084, -9.652, 0.196, -0.031, -9.651
42.23867451, -83.55673173, 185.842, 82.677, 4.20, 0.01, -0.03, 4.20, 82.550, 1.408, -0.347, 0.089, 0.15, 0.09, -0.58, 0.16, 0.09, -0.58, -0.098, 0.081, -10.012, 0.148, 0.142, -10.011
42.23867549, -83.55672168, 185.847, 83.515, 4.18, 0.00, -0.03, 4.18, 82.483, 1.466, -0.329, -0.014, 0.29, 0.06, -0.14, 0.30, 0.06, -0.14, -0.018, -0.079, -9.961, 0.237, -0.022, -9.959
42.23867647, -83.55671168, 185.853, 84.350, 4.17, 0.00, -0.02, 4.17, 82.412, 1.476, -0.383, -0.004, 0.03, 0.24, -0.35, 0.04, 0.25, -0.35, -0.161, -0.034, -9.669, 0.088, 0.031, -9.670
42.23867745, -83.55670171, 185.860, 85.181, 4.15, 0.01, -0.04, 4.15, 82.350, 1.470, -0.387, 0.116, -0.13, -0.68, -0.40, -0.12, -0.68, -0.41, -0.060, -0.085, -9.491, 0.184, -0.021, -9.490
42.23867845, -83.55669178, 185.867, 86.010, 4.14, 0.01, -0.04, 4.14, 82.305, 1.472, -0.396, 0.092, -0.86, -0.42, -0.34, -0.86, -0.42, -0.37, -0.105, 0.047, -9.802, 0.147, 0.114, -9.801
42.23867944, -83.55668188, 185.874, 86.836, 4.12, 0.00, -0.03, 4.12, 82.268, 1.467, -0.437, 0.000, 0.08, 0.16, -0.08, 0.08, 0.16, -0.08, -0.092, 0.148, -10.054, 0.165, 0.225, -10.052
42.23868044, -83.55667201, 185.881, 87.659, 4.11, 0.00, -0.04, 4.11, 82.218, 1.458, -0.455, -0.001, -0.33, 0.36, -0.09, -0.33, 0.36, -0.09, -0.171, 0.033, -10.154, 0.088, 0.113, -10.155
42.23868144, -83.55666217, 185.889, 88.480, 4.10, 0.00, -0.03, 4.10, 82.180, 1.465, -0.508, 0.014, -0.54, -0.22, -0.24, -0.53, -0.22, -0.25, -0.018, -0.024, -9.646, 0.229, 0.062, -9.643
42.23868245, -83.55665236, 185.896, 89.299, 4.09, 0.01, -0.03, 4.09, 82.131, 1.467, -0.525, 0.072, -0.34, 0.60, 0.01, -0.34, 0.60, 0.01, -0.056, -0.056, -9.684, 0.192, 0.033, -9.682
42.23868345, -83.55664257, 185.903, 90.115, 4.07, 0.00, -0.03, 4.07, 82.104, 1.493, -0.561, 0.006, 0.02, -0.26, 0.04, 0.02, -0.26, 0.04, -0.136, 0.004, -9.902, 0.122, 0.101, -9.902
42.23868446, -83.55663282, 185.911, 90.929, 4.06, 0.00, -0.02, 4.06, 82.062, 1.512, -0.595, -0.013, -0.13, 0.09, -0.19, -0.13, 0.10, -0.19, -0.078, 0.119, -9.496, 0.172, 0.217, -9.493
42.23868546, -83.55662311, 185.918, 91.739, 4.04, 0.00, -0.03, 4.04, 82.001, 1.560, -0.600, 0.009, -0.34, -0.30, -0.34, -0.33, -0.30, -0.35, -0.088, -0.153, -9.913, 0.182, -0.049, -9.913
42.23868648, -83.55661344, 185.928, 92.547, 4.03, 0.00, -0.04, 4.03, 81.956, 1.593, -0.686, -0.026, -0.66, -0.30, 0.03, -0.66, -0.30, 0.00, -0.078, 0.039, -9.887, 0.196, 0.158, -9.884
42.23868750, -83.55660381, 185.940, 93.352, 4.02, 0.01, -0.05, 4.02, 81.897, 1.591, -0.716, 0.138, 0.51, 0.10, -0.47, 0.52, 0.10, -0.46, -0.008, 0.063, -9.846, 0.265, 0.186, -9.841
42.23868852, -83.55659423, 185.953, 94.154, 4.00, 0.00, -0.05, 4.00, 81.853, 1.612, -0.681, 0.009, 0.30, 0.10, 0.02, 0.30, 0.10, 0.03, -0.027, 0.039, -9.582, 0.242, 0.153, -9.578
42.23868957, -83.55658469, 185.967, 94.953, 3.99, -0.01, -0.04, 3.99, 81.810, 1.608, -0.788, -0.172, -0.55, 0.05, -0.23, -0.54, 0.06, -0.25, 0.056, -0.145, -9.648, 0.327, -0.012, -9.644
42.23869061, -83.55657518, 185.980, 95.750, 3.98, 0.00, -0.06, 3.98, 81.753, 1.524, -0.853, 0.056, 0.15, -0.76, -0.19, 0.15, -0.76, -0.20, -0.082, -0.048, -9.542, 0.172, 0.094, -9.540
42.23869163, -83.55656570, 185.993, 96.543, 3.96, 0.01, -0.05, 3.96, 81.687, 1.483, -0.849, 0.091, -0.53, -0.43, -0.56, -0.51, -0.43, -0.58, -0.090, 0.032, -9.620, 0.159, 0.175, -9.617
42.23869266, -83.55655627, 186.004, 97.334, 3.95, -0.01, -0.04, 3.95, 81.596, 1.425, -0.902, -0.080, -0.12, -0.14, -0.95, -0.10, -0.12, -0.96, -0.145, -0.148, -9.824, 0.100, 0.007, -9.825
42.23869369, -83.55654685, 186.012, 98.123, 3.94, 0.00, -0.03, 3.94, 81.496, 1.440, -0.989, -0.004, -0.52, -0.05, -0.96, -0.50, -0.04, -0.97, -0.032, 0.004, -9.817, 0.215, 0.174, -9.813
42.23869474, -83.55653747, 186.021, 98.909, 3.92, 0.00, -0.04, 3.92, 81.393, 1.466, -1.027, 0.040, -0.03, -0.35, -0.84, -0.01, -0.33, -0.85, -0.092, -0.089, -9.716, 0.157, 0.085, -9.715
42.23869580, -83.55652815, 186.029, 99.692, 3.91, 0.00, -0.05, 3.91, 81.273, 1.503, -1.114, 0.056, -0.19, 0.64, -0.49, -0.18, 0.65, -0.48, -0.116, -0.003, -9.931, 0.145, 0.190, -9.929
42.23869687, -83.55651887, 186.036, 100.473, 3.89, 0.00, -0.05, 3.89, 81.162, 1.506, -1.179, -0.045, -0.38, 0.03, -0.48, -0.37, 0.04, -0.49, 0.063, 0.008, -9.738, 0.319, 0.208, -9.731
42.23869794, -83.55650963, 186.045, 101.250, 3.88, 0.01, -0.04, 3.88, 81.043, 1.515, -1.219, 0.092, -0.90, -0.08, -0.49, -0.88, -0.07, -0.52, 0.007, -0.036, -9.686, 0.263, 0.170, -9.681
42.23869901, -83.55650043, 186.052, 102.023, 3.86, 0.01, -0.05, 3.86, 80.917, 1.553, -1.181, 0.206, 0.63, 1.09, -1.32, 0.67, 1.12, -1.28, -0.121, -0.104, -9.881, 0.147, 0.100, -9.881
42.23870008, -83.55649126, 186.059, 102.794, 3.84, 0.01, -0.03, 3.84, 80.800, 1.592, -1.160, 0.076, -0.28, -0.09, -0.46, -0.26, -0.08, -0.46, -0.068, 0.034, -9.641, 0.200, 0.229, -9.636
42.23870116, -83.55648216, 186.066, 103.560, 3.82, 0.00, -0.04, 3.82, 80.650, 1.616, -1.233, 0.065, -0.40, 0.86, -0.55, -0.39, 0.87, -0.54, -0.092, -0.017, -9.686, 0.181, 0.191, -9.683
42.23870225, -83.55647309, 186.073, 104.324, 3.81, 0.02, -0.05, 3.81, 80.502, 1.632, -1.194, 0.241, 0.11, -0.17, -0.89, 0.14, -0.15, -0.89, -0.014, -0.072, -9.555, 0.258, 0.127, -9.551
42.23870335, -83.55646405, 186.080, 105.084, 3.79, 0.02, -0.06, 3.79, 80.363, 1.644, -1.176, 0.256, -0.34, -0.36, -1.11, -0.31, -0.33, -1.12, -0.173, -0.032, -10.057, 0.116, 0.174, -10.056
42.23870447, -83.55645508, 186.087, 105.840, 3.77, 0.01, -0.04, 3.77, 80.227, 1.658, -1.207, 0.084, 0.24, -0.62, -0.55, 0.26, -0.61, -0.56, -0.093, -0.143, -10.066, 0.198, 0.069, -10.065
42.23870559, -83.55644616, 186.093, 106.592, 3.75, 0.01, -0.03, 3.75, 80.100, 1.652, -1.213, 0.175, -0.46, 0.20, -0.40, -0.45, 0.21, -0.41, -0.063, -0.138, -9.766, 0.218, 0.069, -9.764
42.23870673, -83.55643729, 186.099, 107.340, 3.73, 0.01, -0.04, 3.73, 79.975, 1.695, -1.254, 0.178, 0.01, 1.38, -0.61, 0.03, 1.39, -0.58, -0.104, 0.006, -9.772, 0.185, 0.220, -9.768
42.23870786, -83.55642849, 186.104, 108.082, 3.69, 0.02, -0.05, 3.69, 79.846, 1.718, -1.260, 0.294, 0.26, -0.22, -0.63, 0.28, -0.21, -0.63, -0.115, 0.085, -9.859, 0.180, 0.302, -9.854
42.23870899, -83.55641975, 186.110, 108.818, 3.66, 0.02, -0.04, 3.66, 79.713, 1.731, -1.230, 0.258, 0.09, -0.42, -0.09, 0.09, -0.42, -0.09, -0.306, -0.034, -9.938, -0.006, 0.179, -9.941
42.23871013, -83.55641109, 186.117, 109.547, 3.63, 0.02, -0.04, 3.63, 79.585, 1.775, -1.213, 0.238, 0.30, 0.77, -0.50, 0.32, 0.78, -0.47, -0.174, -0.055, -9.799, 0.130, 0.153, -9.798
42.23871129, -83.55640251, 186.123, 110.269, 3.59, 0.02, -0.05, 3.59, 79.466, 1.777, -1.247, 0.303, -0.29, -0.32, -0.70, -0.27, -0.30, -0.72, -0.158, 0.036, -10.207, 0.159, 0.258, -10.204
42.23871244, -83.55639402, 186.131, 110.984, 3.56, 0.01, -0.04, 3.56, 79.330, 1.760, -1.259, 0.207, -0.15, 0.72, -0.99, -0.12, 0.74, -0.98, -0.159, 0.087, -10.203, 0.155, 0.311, -10.198
42.23871359, -83.55638560, 186.140, 111.692, 3.53, 0.02, -0.07, 3.53, 79.190, 1.743, -1.204, 0.401, 1.35, -0.43, -0.41, 1.36, -0.43, -0.38, -0.187, -0.057, -9.427, 0.100, 0.141, -9.428
42.23871476, -83.55637726, 186.147, 112.393, 3.49, 0.02, -0.04, 3.49, 79.039, 1.775, -1.182, 0.397, 0.23, 0.36, -1.07, 0.27, 0.38, -1.06, -0.152, 0.026, -9.973, 0.157, 0.231, -9.970
42.23871593, -83.55636899, 186.154, 113.089, 3.46, 0.01, -0.03, 3.46, 78.899, 1.799, -1.183, 0.100, 0.27, 0.50, -0.79, 0.30, 0.52, -0.77, -0.069, -0.028, -9.931, 0.243, 0.176, -9.927
42.23871711, -83.55636080, 186.162, 113.778, 3.43, 0.02, -0.04, 3.43, 78.752, 1.792, -1.191, 0.303, 0.02, 0.16, -0.92, 0.05, 0.18, -0.92, -0.093, -0.090, -9.749, 0.212, 0.112, -9.747
42.23871829, -83.55635265, 186.170, 114.461, 3.40, 0.02, -0.05, 3.40, 78.595, 1.809, -1.155, 0.410, -0.04, 0.57, -0.96, -0.01, 0.59, -0.94, -0.121, 0.015, -9.953, 0.194, 0.215, -9.950
42.23871949, -83.55634460, 186.180, 115.138, 3.37, 0.01, -0.04, 3.37, 78.450, 1.795, -1.090, 0.185, 0.02, 0.34, -0.66, 0.04, 0.35, -0.65, -0.202, -0.191, -10.038, 0.113, 0.000, -10.041
42.23872069, -83.55633663, 186.190, 115.808, 3.33, 0.01, -0.04, 3.33, 78.300, 1.844, -1.093, 0.248, 0.27, 0.47, -0.55, 0.28, 0.48, -0.53, -0.074, -0.065, -9.405, 0.229, 0.115, -9.402
42.23872190, -83.55632874, 186.199, 116.472, 3.30, 0.01, -0.04, 3.30, 78.214, 1.882, -1.103, 0.214, 0.32, -0.82, -0.14, 0.32, -0.81, -0.14, -0.159, 0.089, -9.603, 0.156, 0.274, -9.599
42.23872310, -83.55632092, 186.208, 117.129, 3.27, 0.01, -0.03, 3.27, 78.128, 1.898, -1.045, 0.165, 0.48, 0.48, -0.04, 0.48, 0.48, -0.01, -0.103, -0.135, -9.796, 0.221, 0.044, -9.795
42.23872430, -83.55631320, 186.217, 117.779, 3.24, 0.01, -0.04, 3.24, 78.045, 1.935, -1.048, 0.184, -0.31, -0.16, -0.74, -0.29, -0.15, -0.75, -0.172, -0.048, -9.953, 0.164, 0.134, -9.953
42.23872549, -83.55630555, 186.227, 118.423, 3.20, 0.01, -0.06, 3.20, 77.979, 1.913, -1.048, 0.142, 0.50, -0.40, 0.02, 0.50, -0.41, 0.03, -0.132, 0.101, -9.834, 0.196, 0.281, -9.830
42.23872669, -83.55629799, 186.238, 119.059, 3.16, 0.01, -0.02, 3.16, 77.910, 1.905, -1.043, 0.158, 0.17, 0.82, -0.70, 0.19, 0.83, -0.68, -0.184, 0.010, -9.421, 0.129, 0.182, -9.420
42.23872788, -83.55629052, 186.248, 119.688, 3.13, 0.01, -0.06, 3.13, 77.840, 1.906, -1.036, 0.164, -0.22, -0.88, -0.45, -0.20, -0.87, -0.47, -0.218, 0.005, -9.768, 0.107, 0.181, -9.768
42.23872906, -83.55628314, 186.259, 120.310, 3.09, 0.01, -0.05, 3.09, 77.774, 1.889, -1.037, 0.116, -0.56, -0.40, -0.67, -0.54, -0.39, -0.69, -0.173, -0.013, -9.678, 0.146, 0.162, -9.677
42.23873023, -83.55627582, 186.269, 120.926, 3.06, 0.01, -0.06, 3.06, 77.701, 1.901, -1.037, 0.175, 0.37, -0.22, -0.40, 0.38, -0.21, -0.39, -0.108, -0.033, -9.600, 0.211, 0.141, -9.598
42.23873140, -83.55626859, 186.278, 121.536, 3.04, 0.00, -0.05, 3.04, 77.647, 1.906, -1.031, -0.014, 0.03, -0.11, -0.10, 0.04, -0.11, -0.10, -0.041, 0.033, -9.751, 0.283, 0.209, -9.745
42.23873256, -83.55626139, 186.288, 122.143, 3.03, 0.01, -0.05, 3.03, 77.582, 1.925, -1.017, 0.129, 0.75, -0.56, -0.28, 0.76, -0.55, -0.27, -0.160, 0.019, -9.938, 0.174, 0.196, -9.936
42.23873373, -83.55625422, 186.297, 122.746, 3.01, 0.01, -0.05, 3.01, 77.533, 1.951, -0.965, 0.131, 0.53, 0.10, -0.83, 0.55, 0.12, -0.81, -0.106, 0.035, -9.883, 0.230, 0.202, -9.879
42.23873489, -83.55624709, 186.308, 123.347, 3.00, 0.00, -0.04, 3.00, 77.476, 1.932, -0.954, -0.033, -0.14, 0.00, 0.25, -0.15, 0.00, 0.24, 0.011, -0.149, -9.933, 0.346, 0.017, -9.928
42.23873606, -83.55624000, 186.318, 123.945, 2.98, 0.00, -0.04, 2.98, 77.436, 1.952, -0.959, 0.080, -0.01, 0.60, -0.15, -0.01, 0.60, -0.14, -0.027, -0.086, -9.707, 0.304, 0.076, -9.703
42.23873723, -83.55623295, 186.328, 124.539, 2.97, 0.00, -0.05, 2.97, 77.444, 1.978, -0.976, 0.007, -0.06, 0.12, 0.05, -0.06, 0.12, 0.05, -0.044, 0.075, -9.517, 0.284, 0.237, -9.510
42.23873838, -83.55622592, 186.339, 125.131, 2.95, 0.01, -0.05, 2.95, 77.411, 1.996, -0.927, 0.098, 0.14, -0.35, -0.44, 0.16, -0.34, -0.44, -0.064, -0.099, -9.753, 0.276, 0.059, -9.750
42.23873954, -83.55621893, 186.348, 125.720, 2.94, -0.01, -0.05, 2.94, 77.411, 2.023, -0.922, -0.111, -0.17, -0.14, 0.32, -0.18, -0.15, 0.31, -0.065, 0.118, -10.091, 0.291, 0.281, -10.084
42.23874070, -83.55621196, 186.361, 126.306, 2.92, 0.00, -0.05, 2.92, 77.388, 2.018, -0.930, 0.014, 0.40, 0.38, -0.05, 0.41, 0.38, -0.03, -0.152, -0.128, -9.873, 0.196, 0.033, -9.873
42.23874185, -83.55620504, 186.372, 126.888, 2.90, 0.00, -0.05, 2.90, 77.387, 2.022, -0.931, -0.017, -0.17, 0.53, -0.32, -0.16, 0.53, -0.31, -0.037, -0.001, -9.688, 0.305, 0.156, -9.682
42.23874298, -83.55619815, 186.384, 127.467, 2.89, 0.01, -0.05, 2.89, 77.354, 2.018, -0.916, 0.155, 0.12, 0.49, 0.28, 0.11, 0.48, 0.29, -0.106, -0.026, -9.573, 0.232, 0.127, -9.570
42.23874411, -83.55619133, 186.396, 128.042, 2.86, 0.00, -0.05, 2.86, 77.344, 1.995, -0.912, 0.024, -0.15, 0.11, -0.25, -0.14, 0.11, -0.26, -0.240, 0.072, -9.424, 0.088, 0.222, -9.424
42.23874522, -83.55618460, 186.406, 128.609, 2.82, 0.00, -0.06, 2.82, 77.306, 1.991, -0.946, 0.085, 0.05, -0.07, 0.24, 0.05, -0.08, 0.24, -0.192, -0.007, -9.846, 0.150, 0.155, -9.845
42.23874632, -83.55617796, 186.417, 129.169, 2.77, 0.01, -0.06, 2.77, 77.269, 1.984, -0.943, 0.157, 0.28, -0.33, -0.28, 0.29, -0.32, -0.28, -0.210, 0.011, -9.884, 0.133, 0.173, -9.884
42.23874741, -83.55617144, 186.426, 129.719, 2.73, 0.00, -0.05, 2.73, 77.232, 1.982, -0.932, -0.005, -0.12, -0.43, -0.38, -0.11, -0.43, -0.39, -0.304, -0.121, -9.900, 0.039, 0.041, -9.906
42.23874849, -83.55616503, 186.436, 130.259, 2.68, 0.01, -0.05, 2.68, 77.197, 1.989, -0.944, 0.133, -0.43, 0.61, -0.80, -0.40, 0.62, -0.81, -0.218, -0.116, -9.834, 0.123, 0.046, -9.837
42.23874955, -83.55615873, 186.445, 130.790, 2.63, 0.01, -0.05, 2.63, 77.173, 1.982, -0.957, 0.124, -0.17, 0.56, -1.02, -0.13, 0.58, -1.01, -0.227, -0.007, -9.956, 0.118, 0.160, -9.956
42.23875059, -83.55615255, 186.453, 131.312, 2.58, 0.01, -0.05, 2.58, 77.134, 1.997, -0.948, 0.187, 0.05, 0.31, -0.10, 0.06, 0.31, -0.10, -0.297, 0.062, -9.819, 0.046, 0.225, -9.821
42.23875160, -83.55614649, 186.461, 131.824, 2.54, 0.00, -0.04, 2.54, 77.098, 2.000, -0.924, 0.016, -0.11, 0.48, -0.09, -0.11, 0.48, -0.08, -0.292, -0.065, -9.540, 0.042, 0.089, -9.544
42.23875262, -83.55614054, 186.468, 132.327, 2.50, 0.01, -0.05, 2.50, 77.048, 2.011, -0.939, 0.181, -0.55, 0.21, -0.55, -0.53, 0.22, -0.56, -0.125, -0.017, -9.575, 0.211, 0.140, -9.573
42.23875362, -83.55613465, 186.474, 132.825, 2.50, 0.01, -0.03, 2.50, 77.000, 2.037, -0.951, 0.141, 0.00, 0.69, -0.65, 0.02, 0.70, -0.64, 0.274, 0.018, -10.059, 0.632, 0.184, -10.041
42.23875464, -83.55612865, 186.478, 133.333, 2.59, 0.00, -0.03, 2.59, 76.949, 2.141, -0.978, 0.095, -0.44, 0.88, -0.24, -0.43, 0.89, -0.25, 0.606, 0.036, -9.967, 0.978, 0.206, -9.935
42.23875571, -83.55612239, 186.486, 133.862, 2.70, 0.01, -0.05, 2.70, 76.890, 2.161, -0.954, 0.138, 0.19, 0.23, -0.50, 0.21, 0.23, -0.49, 0.552, -0.167, -9.588, 0.914, -0.008, -9.562
42.23875683, -83.55611591, 186.494, 134.410, 2.78, 0.01, -0.04, 2.78, 76.848, 2.161, -0.986, 0.180, -0.99, 0.23, -0.77, -0.96, 0.24, -0.81, 0.434, 0.031, -9.867, 0.806, 0.200, -9.841
42.23875797, -83.55610927, 186.504, 134.973, 2.83, 0.00, -0.05, 2.83, 76.794, 2.130, -1.008, 0.092, -0.42, 0.70, -0.15, -0.42, 0.71, -0.16, 0.211, -0.055, -9.595, 0.568, 0.114, -9.581
42.23875913, -83.55610253, 186.514, 135.543, 2.86, 0.01, -0.06, 2.86, 76.738, 2.123, -1.024, 0.209, -0.12, 0.00, -0.16, -0.11, 0.01, -0.17, 0.107, 0.031, -9.736, 0.467, 0.205, -9.723
42.23876031, -83.55609574, 186.523, 136.118, 2.88, 0.00, -0.05, 2.88, 76.691, 2.117, -1.025, 0.061, -0.21, -0.78, 0.10, -0.22, -0.78, 0.08, 0.002, -0.082, -10.012, 0.372, 0.097, -10.005
42.23876151, -83.55608894, 186.534, 136.694, 2.89, 0.00, -0.04, 2.89, 76.640, 2.105, -1.069, 0.081, -0.04, -0.01, -0.81, -0.01, 0.00, -0.81, 0.020, -0.062, -9.623, 0.373, 0.118, -9.616
42.23876271, -83.55608212, 186.543, 137.274, 2.91, 0.01, -0.05, 2.91, 76.593, 2.103, -1.113, 0.135, 0.38, -0.67, -0.40, 0.39, -0.67, -0.40, 0.201, -0.104, -9.725, 0.558, 0.085, -9.712
42.23876392, -83.55607521, 186.554, 137.860, 2.95, 0.02, -0.06, 2.95, 76.528, 2.135, -1.104, 0.321, 0.66, 0.64, -0.42, 0.68, 0.64, -0.38, 0.155, 0.075, -9.808, 0.520, 0.264, -9.792
42.23876516, -83.55606822, 186.565, 138.454, 2.99, 0.00, -0.05, 2.99, 76.486, 2.131, -1.107, 0.050, 0.02, -0.38, -0.01, 0.02, -0.38, -0.02, 0.278, 0.041, -9.899, 0.646, 0.232, -9.879
42.23876642, -83.55606114, 186.577, 139.056, 3.03, 0.00, -0.05, 3.03, 76.416, 2.181, -1.138, 0.073, -0.20, 0.16, 0.23, -0.20, 0.16, 0.22, 0.252, -0.109, -9.983, 0.631, 0.089, -9.966
42.23876770, -83.55605397, 186.588, 139.666, 3.07, 0.01, -0.06, 3.07, 76.360, 2.211, -1.179, 0.217, -0.01, 1.36, 0.04, -0.01, 1.36, 0.07, 0.175, 0.062, -9.918, 0.558, 0.265, -9.900
42.23876900, -83.55604670, 186.600, 140.284, 3.12, 0.01, -0.05, 3.12, 76.298, 2.220, -1.144, 0.167, 0.03, 0.22, -0.25, 0.03, 0.23, -0.24, 0.221, -0.090, -9.917, 0.605, 0.107, -9.901
42.23877032, -83.55603933, 186.612, 140.912, 3.16, 0.01, -0.06, 3.16, 76.231, 2.220, -1.110, 0.224, -0.54, -0.40, -0.03, -0.54, -0.40, -0.06, 0.171, -0.183, -9.658, 0.545, 0.004, -9.646
42.23877168, -83.55603186, 186.625, 141.548, 3.20, 0.01, -0.06, 3.20, 76.174, 2.230, -1.128, 0.154, 0.11, 0.45, 0.15, 0.10, 0.45, 0.16, 0.170, -0.060, -9.795, 0.551, 0.132, -9.780
42.23877305, -83.55602431, 186.639, 142.191, 3.23, 0.01, -0.07, 3.23, 76.103, 2.241, -1.123, 0.235, 0.22, 0.06, -0.36, 0.23, 0.07, -0.35, 0.256, 0.080, -9.723, 0.636, 0.270, -9.702
42.23877445, -83.55601671, 186.652, 142.840, 3.26, 0.01, -0.07, 3.26, 76.032, 2.248, -1.105, 0.231, 0.57, -0.32, -0.50, 0.59, -0.31, -0.48, 0.246, 0.031, -9.942, 0.636, 0.223, -9.922
42.23877587, -83.55600903, 186.665, 143.496, 3.29, 0.01, -0.07, 3.29, 75.966, 2.283, -1.086, 0.149, -0.29, 0.24, -0.46, -0.27, 0.25, -0.47, 0.049, -0.157, -9.633, 0.433, 0.026, -9.624
42.23877730, -83.55600130, 186.679, 144.156, 3.31, 0.02, -0.07, 3.31, 75.889, 2.287, -1.102, 0.300, -0.28, -1.05, -0.92, -0.24, -1.04, -0.95, 0.103, 0.021, -9.672, 0.489, 0.207, -9.658
42.23877875, -83.55599353, 186.694, 144.820, 3.33, 0.00, -0.07, 3.33, 75.835, 2.314, -1.095, 0.067, 0.49, 0.62, -0.40, 0.51, 0.63, -0.36, 0.184, 0.130, -9.717, 0.577, 0.315, -9.697
42.23878022, -83.55598572, 186.709, 145.488, 3.35, 0.01, -0.07, 3.35, 75.768, 2.327, -1.102, 0.086, 0.57, 0.75, -0.30, 0.59, 0.76, -0.27, 0.161, 0.067, -9.870, 0.561, 0.256, -9.852
42.23878171, -83.55597786, 186.724, 146.160, 3.37, 0.01, -0.08, 3.37, 75.703, 2.308, -1.107, 0.182, 0.00, -0.05, -0.81, 0.03, -0.04, -0.81, 0.088, 0.068, -9.786, 0.482, 0.257, -9.771
42.23878321, -83.55596996, 186.739, 146.835, 3.38, 0.00, -0.07, 3.38, 75.628, 2.312, -1.122, 0.002, -0.45, -0.44, -0.08, -0.44, -0.44, -0.11, 0.150, -0.044, -9.958, 0.551, 0.151, -9.943
42.23878474, -83.55596204, 186.755, 147.513, 3.40, 0.00, -0.07, 3.40, 75.552, 2.296, -1.167, 0.084, -0.16, -0.38, -0.05, -0.16, -0.38, -0.07, 0.032, -0.028, -9.791, 0.424, 0.172, -9.780
42.23878626, -83.55595407, 186.771, 148.194, 3.41, 0.01, -0.08, 3.41, 75.483, 2.287, -1.171, 0.128, 0.46, 0.11, -0.45, 0.47, 0.12, -0.43, 0.036, -0.056, -9.971, 0.434, 0.148, -9.961
42.23878780, -83.55594608, 186.786, 148.878, 3.43, 0.00, -0.06, 3.43, 75.403, 2.321, -1.148, 0.007, -0.37, 0.89, -0.32, -0.36, 0.90, -0.32, 0.202, -0.157, -9.950, 0.605, 0.042, -9.934
42.23878937, -83.55593806, 186.802, 149.565, 3.44, 0.00, -0.07, 3.44, 75.329, 2.320, -1.195, 0.022, -0.30, 0.00, -0.22, -0.29, 0.00, -0.24, 0.006, -0.027, -9.692, 0.398, 0.175, -9.683
42.23879095, -83.55593002, 186.816, 150.254, 3.45, 0.00, -0.07, 3.45, 75.254, 2.360, -1.192, 0.025, 0.36, 0.76, -0.27, 0.37, 0.76, -0.24, 0.025, 0.061, -9.934, 0.434, 0.268, -9.921
42.23879253, -83.55592195, 186.832, 150.945, 3.46, 0.00, -0.07, 3.46, 75.164, 2.370, -1.157, -0.027, 0.06, -0.58, -0.02, 0.06, -0.58, -0.03, -0.028, -0.288, -9.768, 0.376, -0.091, -9.765
42.23879415, -83.55591387, 186.848, 151.638, 3.47, 0.00, -0.07, 3.47, 75.065, 2.387, -1.177, 0.043, -0.31, -0.14, -0.69, -0.28, -0.12, -0.71, 0.131, 0.105, -9.483, 0.526, 0.299, -9.465
42.23879577, -83.55590578, 186.863, 152.333, 3.48, 0.00, -0.08, 3.48, 74.964, 2.418, -1.183, -0.051, -0.08, 0.16, -0.79, -0.05, 0.17, -0.79, 0.124, 0.036, -10.029, 0.548, 0.243, -10.012
42.23879741, -83.55589766, 186.880, 153.030, 3.49, 0.00, -0.07, 3.49, 74.854, 2.420, -1.114, -0.070, -0.03, 0.33, -0.20, -0.02, 0.33, -0.20, 0.037, -0.196, -9.545, 0.440, -0.011, -9.537
42.23879906, -83.55588954, 186.896, 153.729, 3.50, 0.00, -0.08, 3.50, 74.767, 2.432, -1.135, -0.063, -0.63, 0.67, -1.08, -0.59, 0.69, -1.09, 0.066, -0.029, -9.673, 0.477, 0.162, -9.660
42.23880072, -83.55588140, 186.911, 154.429, 3.50, 0.00, -0.08, 3.50, 74.672, 2.468, -1.129, -0.036, 0.55, 0.37, -0.43, 0.57, 0.38, -0.40, 0.063, 0.084, -9.911, 0.490, 0.279, -9.896
42.23880237, -83.55587324, 186.927, 155.130, 3.51, -0.01, -0.07, 3.51, 74.588, 2.445, -1.078, -0.120, 0.62, -0.34, -0.41, 0.64, -0.33, -0.39, 0.001, -0.046, -9.781, 0.419, 0.138, -9.772
42.23880406, -83.55586507, 186.943, 155.833, 3.52, -0.01, -0.08, 3.52, 74.483, 2.477, -1.087, -0.160, -0.84, 0.46, -0.24, -0.83, 0.46, -0.27, 0.062, -0.023, -9.620, 0.478, 0.160, -9.607
42.23880575, -83.55585687, 186.959, 156.537, 3.52, 0.00, -0.08, 3.52, 74.378, 2.500, -1.111, -0.066, -0.05, -0.11, -0.57, -0.02, -0.10, -0.57, 0.119, -0.008, -9.825, 0.547, 0.182, -9.809
